,TITLE,REGION,DISTANCE,DIST_TYPE,GAIN,HIGHEST,RATING,RATING_COUNT,REPORT_DATE,REPORT_COUNT,LINK
1124,McClellan Meadows to Indian Racetrack Snowshoe,South Cascades,15.0,roundtrip,1250.0,4350.0,4.25,4,,0,https://www.wta.org/go-hiking/hikes/mcclellan-meadows-to-indian-racetrack-snowshoe
1125,Lower Marble Creek Falls,Southwest Washington,0.88,roundtrip,,1012.0,5.0,1,2019-02-09,4,https://www.wta.org/go-hiking/hikes/lower-marble-creek-falls
1126,McCormick Forest Park,Olympic Peninsula,3.0,roundtrip,200.0,400.0,3.0,2,2019-04-27,14,https://www.wta.org/go-hiking/hikes/mccormick-forest-park
1127,Mirror Lake via the Pacific Crest Trail (PCT),Snoqualmie Region,7.0,roundtrip,400.0,4195.0,4.0,4,2019-06-29,38,https://www.wta.org/go-hiking/hikes/mirror-lake-via-the-pct
1128,Lake Tye,Puget Sound and Islands,2.0,roundtrip,9.0,45.0,0.0,0,2019-03-25,8,https://www.wta.org/go-hiking/hikes/lake-tye
1129,Klickitat Rail Trail,Southwest Washington,31.0,one-way,200.0,1550.0,0.0,0,2018-03-28,1,https://www.wta.org/go-hiking/hikes/klickitat-rail-trail-1
1130,Manresa Grotto,Eastern Washington,0.5,roundtrip,,,0.0,0,2018-05-07,3,https://www.wta.org/go-hiking/hikes/manresa-grotto
1131,Mount Baldy,Snoqualmie Region,9.0,roundtrip,,,4.0,4,2019-05-22,47,https://www.wta.org/go-hiking/hikes/mount-baldy
1132,Beacon Rock State Park - Little Beacon Trail,Southwest Washington,0.5,roundtrip,108.0,683.0,0.0,0,2017-06-13,2,https://www.wta.org/go-hiking/hikes/little-beacon-trail
1133,Lester Ghost Town,Snoqualmie Region,,,,,5.0,2,2018-06-01,33,https://www.wta.org/go-hiking/hikes/lester-ghost-town
1134,Magnuson Park,Puget Sound and Islands,3.0,trails,,15.0,3.6,5,2019-06-08,6,https://www.wta.org/go-hiking/hikes/magnuson-park
1135,Dosewallips State Park - Maple Valley Loop,Olympic Peninsula,1.5,roundtrip,,,4.0,1,2019-06-22,35,https://www.wta.org/go-hiking/hikes/maple-valley-loop
1136,Kirkland Watershed Park,Puget Sound and Islands,,,,,0.0,0,2019-05-04,3,https://www.wta.org/go-hiking/hikes/kirkland-watershed-park
1137,Mica Peak,Eastern Washington,,,2000.0,4800.0,0.0,0,2019-07-03,12,https://www.wta.org/go-hiking/hikes/mica-peak
1138,Middle Fork Connector Trail,Snoqualmie Region,0.25,(type not yet set),,,0.0,0,2019-05-05,7,https://www.wta.org/go-hiking/hikes/middle-fork-connector-trail
1139,Kyes Peak,Central Cascades,12.0,roundtrip,5200.0,,0.0,0,2018-07-27,4,https://www.wta.org/go-hiking/hikes/kyes-peak
1140,Coldwater Peak,South Cascades,12.0,roundtrip,2000.0,5727.0,4.0,4,2019-06-30,44,https://www.wta.org/go-hiking/hikes/coldwater-peak
1141,Douglas Falls Grange Park - Nature Loop Trail,Eastern Washington,1.5,roundtrip,,,0.0,0,2016-07-21,4,https://www.wta.org/go-hiking/hikes/douglas-falls-grange-park-nature-loop-trail
1142,Cougar Trails,Southwest Washington,6.0,trails,308.0,240.0,5.0,1,2019-03-28,6,https://www.wta.org/go-hiking/hikes/cougar-trails-loop
1143,Cape Disappointment State Park - North Head Lighthouse and Bell's Overlook,Southwest Washington,0.75,roundtrip,25.0,200.0,4.0,4,2019-02-17,37,https://www.wta.org/go-hiking/hikes/cape-disappointment-state-park
1144,Cathedral Pass Loop,North Cascades,44.7,roundtrip,4000.0,7800.0,2.67,6,2018-08-14,22,https://www.wta.org/go-hiking/hikes/cathedral-pass-loop
1145,Bygone Byways Interpretive Trail,Central Cascades,1.0,roundtrip,,3100.0,0.0,0,2018-09-28,2,https://www.wta.org/go-hiking/hikes/bygone-byways-interpretive-trail
1146,East Butte Creek,Eastern Washington,,,,,0.0,0,2018-09-14,1,https://www.wta.org/go-hiking/hikes/east-butte-creek-3112
1147,Chelatchie Prairie Rail Trail,Southwest Washington,2.0,roundtrip,50.0,500.0,0.0,0,2019-06-08,2,https://www.wta.org/go-hiking/hikes/chelatchie-prairie-rail-trail
1148,Choral Peak,Central Cascades,,,,7909.0,0.0,0,2017-09-09,1,https://www.wta.org/go-hiking/hikes/choral-peak
1149,Lakeridge Park,Puget Sound and Islands,1.0,roundtrip,225.0,200.0,0.0,0,2019-01-28,2,https://www.wta.org/go-hiking/hikes/dead-horse-canyon
1150,Devils Peak,North Cascades,,,5500.0,8081.0,0.0,0,2017-09-24,1,https://www.wta.org/go-hiking/hikes/devils-peak-1
1151,Cub Peak,Olympic Peninsula,7.0,roundtrip,3990.0,4755.0,0.0,0,2019-05-22,6,https://www.wta.org/go-hiking/hikes/cub-peak
1152,Dungeness Recreation Area,Olympic Peninsula,3.0,trails,,,0.0,0,2018-03-31,4,https://www.wta.org/go-hiking/hikes/dungeness-recreation-area
1153,Lake Whatcom Park - Chanterelle Trail,Puget Sound and Islands,4.8,roundtrip,1000.0,1000.0,4.0,4,2019-04-28,32,https://www.wta.org/go-hiking/hikes/chanterelle-trail
1154,Clear Creek Trail,Olympic Peninsula,2.8,roundtrip,35.0,58.0,0.0,0,2019-03-03,5,https://www.wta.org/go-hiking/hikes/clear-creek-trail
1155,Blue Lake,South Cascades,5.2,roundtrip,,5200.0,3.0,1,2017-08-21,2,https://www.wta.org/go-hiking/hikes/blue-lake-3
1156,Blue Horse Trail,South Cascades,10.4,roundtrip,1250.0,4000.0,2.5,6,2019-05-18,7,https://www.wta.org/go-hiking/hikes/blue-horse-trail
1157,Coast Trail: Mount Maguire Loop,Puget Sound and Islands,10.2,roundtrip,2600.0,879.0,0.0,0,,0,https://www.wta.org/go-hiking/hikes/coast-trail-mount-maguire-loop
1158,Columbia Springs,Southwest Washington,0.3,roundtrip,10.0,20.0,4.0,2,2019-03-17,2,https://www.wta.org/go-hiking/hikes/columbia-springs
1159,Deception Pass State Park - Pass Lake,Puget Sound and Islands,3.4,roundtrip,,,0.0,0,2019-03-10,18,https://www.wta.org/go-hiking/hikes/deception-pass-state-park-pass-lake
1160,Boundary Bay Regional Park,Puget Sound and Islands,2.0,roundtrip,,10.0,3.0,1,2018-06-15,2,https://www.wta.org/go-hiking/hikes/boundary-bay-regional-park
1161,Mount Spokane - Burping Brook-Smith Gap Loop,Eastern Washington,5.0,roundtrip,500.0,4400.0,0.0,0,2018-02-03,5,https://www.wta.org/go-hiking/hikes/burping-brook-smith-gap-loop
1162,Cape Disappointment State Park - Coastal Forest Loop,Southwest Washington,1.4,roundtrip,260.0,140.0,0.0,0,2019-04-20,4,https://www.wta.org/go-hiking/hikes/cape-disappointment-state-park-coastal-forest-loop
1163,Columbia Mountain Snowshoe,Eastern Washington,7.5,roundtrip,1400.0,,3.4,5,2013-01-25,4,https://www.wta.org/go-hiking/hikes/columbia-mountain-snowshoe
1164,Chesaw Wildlife Area,Eastern Washington,,,,,0.0,0,2019-06-01,2,https://www.wta.org/go-hiking/hikes/chesaw-wildlife-area
1165,Colville Mountain Loop Trail,Eastern Washington,4.0,trails,900.0,2900.0,0.0,0,2017-05-18,1,https://www.wta.org/go-hiking/hikes/colville-mountain-loop-trail
1166,Bridle Trails State Park,Puget Sound and Islands,3.5,roundtrip,450.0,525.0,3.0,8,2019-06-15,51,https://www.wta.org/go-hiking/hikes/bridle-trails-state-park
1167,Capitol Lake Trails (Marathon Park and Heritage Park),Olympic Peninsula,5.7,trails,,,3.0,2,2018-11-12,4,https://www.wta.org/go-hiking/hikes/capitol-lake-north-basin-shoreline-trail-and-sidewalk-loop-marathon-park-heritage-park
1168,Dalles Ridge Snowshoe,Mount Rainier Area,8.0,roundtrip,1800.0,4000.0,0.0,0,2019-03-17,18,https://www.wta.org/go-hiking/hikes/dalles-ridge-snowshoe
1169,Copper Ridge Loop,North Cascades,34.0,roundtrip,8600.0,6260.0,4.5,10,2019-06-29,36,https://www.wta.org/go-hiking/hikes/copper-ridge-loop
1170,Antoine Peak Conservation Area,Eastern Washington,9.0,roundtrip,732.0,3366.0,5.0,1,2019-05-09,29,https://www.wta.org/go-hiking/hikes/antoine-peak-conservation-area
1171,Ape Caves,South Cascades,2.8,roundtrip,350.0,2450.0,4.48,48,2019-06-22,196,https://www.wta.org/go-hiking/hikes/ape-cave
1172,Arch Rock,Mount Rainier Area,12.0,roundtrip,1400.0,5900.0,4.67,6,2019-06-23,31,https://www.wta.org/go-hiking/hikes/arch-rock
1173,Artist Ridge - Huntoon Point,North Cascades,1.2,roundtrip,200.0,5150.0,3.38,8,2019-05-27,107,https://www.wta.org/go-hiking/hikes/artist-ridge
1174,Anderson Butte,North Cascades,3.0,roundtrip,1000.0,5380.0,3.38,8,2018-10-16,39,https://www.wta.org/go-hiking/hikes/anderson-butte
1175,Anacortes Community Forest Lands - Heart Lake,Puget Sound and Islands,2.86,roundtrip,130.0,620.0,4.0,1,2019-06-08,25,https://www.wta.org/go-hiking/hikes/anacortes-community-forest-lands
1176,Artist Point Snowshoe,North Cascades,4.0,roundtrip,1000.0,5100.0,4.5,16,2019-06-09,275,https://www.wta.org/go-hiking/hikes/artist-point-snowshoe
1177,Appleton Pass,Olympic Peninsula,15.4,roundtrip,3230.0,5050.0,3.4,5,2019-05-25,39,https://www.wta.org/go-hiking/hikes/appleton-pass
1178,Anaconda Peak,North Cascades,,,,,0.0,0,2017-05-27,5,https://www.wta.org/go-hiking/hikes/anaconda-peak
1179,Ardmore Park Trails,Puget Sound and Islands,1.5,roundtrip,170.0,380.0,4.0,1,2019-05-03,11,https://www.wta.org/go-hiking/hikes/ardmore-trails
1180,Beaver Loop,North Cascades,1.65,roundtrip,,,0.0,0,2016-01-05,3,https://www.wta.org/go-hiking/hikes/beaver-loop
1181,Artesian &amp; Black Lake,Central Washington,,,,,0.0,0,2015-05-31,1,https://www.wta.org/go-hiking/hikes/artesian-black-lake
1182,Badger Mountain - The Langdon Trail,Central Washington,6.0,roundtrip,1300.0,1570.0,0.0,0,2018-10-27,3,https://www.wta.org/go-hiking/hikes/badger-mountain-the-langdon-trail
1183,Blag Mountain,Central Cascades,,,2300.0,4687.0,0.0,0,2017-04-15,1,https://www.wta.org/go-hiking/hikes/blag-mountain
1184,Bertha May and Granite Lakes,South Cascades,4.0,roundtrip,200.0,4400.0,5.0,3,2019-07-03,30,https://www.wta.org/go-hiking/hikes/bertha-may-and-granite-lakes
1185,Big Rock Trail,Puget Sound and Islands,1.25,roundtrip,,,0.0,0,2019-01-12,4,https://www.wta.org/go-hiking/hikes/big-rock-trail
1186,Antoine Peak Conservation Area - Summit Loop,Eastern Washington,5.5,roundtrip,600.0,,0.0,0,2019-04-04,17,https://www.wta.org/go-hiking/hikes/antoine-peak-conservation-area-summit-loop
1187,Anacortes Community Forest Lands - Big Beaver Pond,Puget Sound and Islands,2.5,roundtrip,175.0,450.0,0.0,0,2019-05-05,15,https://www.wta.org/go-hiking/hikes/big-beaver-pond
1188,Austera Peak,North Cascades,,,,8334.0,0.0,0,2018-05-25,2,https://www.wta.org/go-hiking/hikes/austera-peak
1189,American Camp and South Beach,Puget Sound and Islands,2.8,roundtrip,180.0,180.0,0.0,0,2018-05-13,3,https://www.wta.org/go-hiking/hikes/american-camp-and-south-beach
1190,Bennington Lake,Eastern Washington,20.0,trails,,,5.0,1,2018-04-18,6,https://www.wta.org/go-hiking/hikes/bennington-lake
1191,Tolmie State Park - Four Cedars Trail,Puget Sound and Islands,1.98,roundtrip,200.0,225.0,4.0,6,2019-05-18,47,https://www.wta.org/go-hiking/hikes/4-cedars-trail
1192,520 Trail,Puget Sound and Islands,4.9,one-way,164.0,164.0,3.0,1,2018-09-15,7,https://www.wta.org/go-hiking/hikes/520-trail
1193,Alpine Lookout,Central Cascades,10.0,roundtrip,2600.0,6235.0,3.5,8,2019-06-22,75,https://www.wta.org/go-hiking/hikes/alpine-lakes-high-route
1194,Abercrombie Mountain Trail,Eastern Washington,7.3,roundtrip,2350.0,7300.0,2.57,7,2018-10-21,14,https://www.wta.org/go-hiking/hikes/abercrombie
1195,Agnes Gorge,Central Cascades,5.5,roundtrip,300.0,2000.0,3.0,5,2019-06-28,13,https://www.wta.org/go-hiking/hikes/agnes-gorge
1196,Alta Vista Loop,Mount Rainier Area,1.5,roundtrip,560.0,5960.0,3.0,5,2018-10-13,39,https://www.wta.org/go-hiking/hikes/alta-vista-loop
1197,Ala Spit,Puget Sound and Islands,1.0,roundtrip,10.0,,3.5,2,2019-05-27,13,https://www.wta.org/go-hiking/hikes/ala-spit
1198,Gold Creek - Alaska Lake,Snoqualmie Region,14.0,roundtrip,2024.0,4624.0,2.58,12,2019-06-13,177,https://www.wta.org/go-hiking/hikes/alaska-lake
1199,Adams Creek Meadows,South Cascades,8.0,roundtrip,2300.0,6840.0,3.89,9,2017-07-15,9,https://www.wta.org/go-hiking/hikes/adams-creek-meadows
1200,East Fork Lewis River,Southwest Washington,8.0,roundtrip,2500.0,4000.0,2.43,7,2019-04-27,16,https://www.wta.org/go-hiking/hikes/east-fork-lewis-river
1201,East Side Trail,Issaquah Alps,2.6,roundtrip,,,3.2,5,2019-06-18,43,https://www.wta.org/go-hiking/hikes/east-side
1202,Easy Pass,North Cascades,7.0,roundtrip,2800.0,6500.0,3.75,16,2019-07-01,136,https://www.wta.org/go-hiking/hikes/easy-pass
1203,Elbo Creek,Olympic Peninsula,9.6,roundtrip,2880.0,3700.0,3.0,5,2019-04-14,31,https://www.wta.org/go-hiking/hikes/elbo-creek
1204,Elbow Lake,North Cascades,16.0,roundtrip,2100.0,,2.6,5,2018-09-28,44,https://www.wta.org/go-hiking/hikes/elbow-lake
1205,Edds Mountain,Eastern Washington,11.1,roundtrip,1916.0,6320.0,4.5,4,2018-06-01,4,https://www.wta.org/go-hiking/hikes/edds-mountain
1206,East Tiger,Issaquah Alps,10.6,roundtrip,2940.0,3004.0,2.8,5,2019-04-02,69,https://www.wta.org/go-hiking/hikes/east-tiger
1207,East Fork Pasayten River,North Cascades,10.0,one-way,2400.0,7000.0,2.5,4,2015-09-16,4,https://www.wta.org/go-hiking/hikes/east-fork-pasayten-river
1208,Eldorado Peak,North Cascades,10.0,roundtrip,6716.0,8876.0,5.0,2,2019-06-08,33,https://www.wta.org/go-hiking/hikes/eldorado-peak
1209,Eightmile Lake,Central Cascades,6.6,roundtrip,1300.0,4650.0,3.58,24,2019-07-01,290,https://www.wta.org/go-hiking/hikes/eightmile-lake
1210,Edgar Rock,Mount Rainier Area,3.5,roundtrip,900.0,,3.2,10,2019-05-18,20,https://www.wta.org/go-hiking/hikes/edgar-rock
1211,Silver Star Mountain - Ed's Trail,Southwest Washington,5.0,roundtrip,1240.0,4390.0,4.31,13,2019-06-24,58,https://www.wta.org/go-hiking/hikes/eds-trail
1212,East Rim Waterworks Canyon,Central Washington,3.0,roundtrip,450.0,,0.0,0,2018-07-07,25,https://www.wta.org/go-hiking/hikes/east-rim-waterworks-canyon
1213,Elbow Peak,Snoqualmie Region,10.0,roundtrip,2800.0,5673.0,2.57,7,2018-07-07,22,https://www.wta.org/go-hiking/hikes/elbow-peak
1214,Echo Ridge,Central Cascades,3.0,roundtrip,,,2.0,3,2019-06-27,23,https://www.wta.org/go-hiking/hikes/echo-ridge
1215,Fullbright Park,Central Washington,1.0,roundtrip,500.0,1484.0,0.0,0,2019-05-12,5,https://www.wta.org/go-hiking/hikes/fullbright-park
1216,Glacier Basin Loop,Mount Rainier Area,11.5,roundtrip,3100.0,7400.0,5.0,1,2019-06-23,15,https://www.wta.org/go-hiking/hikes/glacier-basin-loop
1217,Grassy Top,Eastern Washington,7.8,roundtrip,1000.0,,3.0,4,2018-08-02,5,https://www.wta.org/go-hiking/hikes/grassy-top
1218,Elk Creek Falls,Eastern Washington,2.1,roundtrip,300.0,2820.0,0.0,0,2017-06-10,3,https://www.wta.org/go-hiking/hikes/elk-creek-falls
1219,Fourth of July Pass Recreation Area,Eastern Washington,,,,,0.0,0,2017-01-07,1,https://www.wta.org/go-hiking/hikes/fourth-of-july-pass-recreation-area
1220,Wallace Falls State Park - Jay Lake,Central Cascades,12.2,roundtrip,1600.0,1840.0,3.2,5,2019-06-29,48,https://www.wta.org/go-hiking/hikes/jay-lake
1221,Innis Arden Reserve Park,Puget Sound and Islands,1.4,roundtrip,225.0,215.0,0.0,0,2019-05-26,4,https://www.wta.org/go-hiking/hikes/innis-arden-reserve-park
1222,Interurban Trail (South),Puget Sound and Islands,14.7,one-way,,25.0,0.0,0,2018-06-23,2,https://www.wta.org/go-hiking/hikes/interurban-trail-south
1223,Finney Peak,North Cascades,,,,5087.0,0.0,0,2017-07-08,1,https://www.wta.org/go-hiking/hikes/finney-peak
1224,Grand Ridge Park,Issaquah Alps,7.0,trails,1100.0,,3.0,9,2019-05-29,116,https://www.wta.org/go-hiking/hikes/grand-ridge-park
1225,High Hut Snowshoe,Mount Rainier Area,7.8,roundtrip,2400.0,4800.0,4.17,6,2019-05-11,74,https://www.wta.org/go-hiking/hikes/high-hut-snowshoe
1226,Frog Mountain,Puget Sound and Islands,,,,,0.0,0,2008-04-21,2,https://www.wta.org/go-hiking/hikes/frog-mountain-1
1227,Grass Lake Nature Park,Olympic Peninsula,1.3,roundtrip,,,2.0,1,2018-06-25,3,https://www.wta.org/go-hiking/hikes/grass-lake-nature-park
1228,Guemes Channel and Ship Harbor,Puget Sound and Islands,3.2,roundtrip,100.0,110.0,0.0,0,2019-05-22,3,https://www.wta.org/go-hiking/hikes/guemes-channel-and-ship-harbor
1229,Echo Mountain,Puget Sound and Islands,4.0,roundtrip,400.0,880.0,3.67,6,2019-05-22,39,https://www.wta.org/go-hiking/hikes/echo-mountain
1230,Camas Meadows,Central Cascades,2.0,roundtrip,350.0,3200.0,2.0,6,2019-06-22,17,https://www.wta.org/go-hiking/hikes/camas-meadows
1231,Box Canyon and Nickel Creek,Mount Rainier Area,2.0,roundtrip,400.0,3400.0,3.2,5,2018-07-28,12,https://www.wta.org/go-hiking/hikes/box-canyon-of-the-cowlitz
1232,Butte Creek,Central Cascades,,,,,3.0,4,2015-08-01,3,https://www.wta.org/go-hiking/hikes/butte-creek
1233,Burnt Rock,South Cascades,13.0,roundtrip,1400.0,6100.0,2.8,5,2018-07-01,5,https://www.wta.org/go-hiking/hikes/burnt-rock
1234,Cameron-Lost Primitive,Olympic Peninsula,,,,,3.25,4,2018-09-17,10,https://www.wta.org/go-hiking/hikes/cameron-lost-primitive
1235,Bone Lake,South Cascades,,,,,3.25,4,,0,https://www.wta.org/go-hiking/hikes/bone-lake
1236,Bottle Spring,Eastern Washington,,,,,3.75,4,,0,https://www.wta.org/go-hiking/hikes/bottle-spring
1237,Boulder Creek,Central Cascades,,,,,3.0,5,2017-08-11,6,https://www.wta.org/go-hiking/hikes/boulder-creek
1238,Bryant Peak,Snoqualmie Region,,,,,2.5,4,2018-06-24,19,https://www.wta.org/go-hiking/hikes/bryant-peak
1239,Breeden Road - Wall Lake,Eastern Washington,8.0,roundtrip,100.0,,4.0,5,,0,https://www.wta.org/go-hiking/hikes/breeden-road-wall-lake
1240,Busywild Overlook Snowshoe,Mount Rainier Area,6.5,roundtrip,900.0,3500.0,3.0,2,2016-01-02,1,https://www.wta.org/go-hiking/hikes/busywild-overlook-snowshoe
1241,Cady Point,Central Cascades,,,,,4.5,4,,0,https://www.wta.org/go-hiking/hikes/cady-point
1242,Boyer Park Bluffs,Eastern Washington,4.0,roundtrip,1550.0,2200.0,4.5,4,,0,https://www.wta.org/go-hiking/hikes/boyer-park-bluffs
1243,Bryan Butte,North Cascades,,,,,2.75,4,2017-08-20,1,https://www.wta.org/go-hiking/hikes/bryan-butte
1244,Boiling Lake,North Cascades,,,,,4.0,4,2018-06-30,11,https://www.wta.org/go-hiking/hikes/boiling-lake
1245,Cameron Pass,Olympic Peninsula,,,,,2.5,4,2018-10-21,22,https://www.wta.org/go-hiking/hikes/cameron-pass
1246,Boulder Butte,North Cascades,,,,,2.8,5,2016-09-10,3,https://www.wta.org/go-hiking/hikes/boulder-butte
1247,Buffalo Pass,North Cascades,,,,,2.8,5,,0,https://www.wta.org/go-hiking/hikes/buffalo-pass
1248,Border Trail,North Cascades,,,,,3.4,5,2019-06-08,3,https://www.wta.org/go-hiking/hikes/border-trail
1249,Big Twin,South Cascades,,,,,4.0,5,2013-07-08,2,https://www.wta.org/go-hiking/hikes/big-twin
1250,Blazed Ridge,Snoqualmie Region,,,,,3.0,4,2009-10-12,1,https://www.wta.org/go-hiking/hikes/blazed-ridge
1251,Boardman Camp,Central Cascades,,,,,3.25,4,,0,https://www.wta.org/go-hiking/hikes/boardman-camp
1252,Bishop Ridge,South Cascades,9.0,roundtrip,3600.0,5200.0,3.0,4,2012-07-17,1,https://www.wta.org/go-hiking/hikes/bishop-ridge
1253,Blue Mountain - Deer Park Snowshoe,Olympic Peninsula,14.0,roundtrip,2500.0,6000.0,3.5,2,2015-01-31,4,https://www.wta.org/go-hiking/hikes/blue-mountain-deer-park-snowshoe
1254,Blue Hole,South Cascades,,,,,3.83,6,,0,https://www.wta.org/go-hiking/hikes/blue-hole
1255,Boardman Lake Snowshoe,North Cascades,11.9,roundtrip,1800.0,3000.0,1.5,2,2019-03-02,11,https://www.wta.org/go-hiking/hikes/boardman-lake-snowshoe
1256,Big Creek,South Cascades,,,,,3.75,4,2017-07-12,2,https://www.wta.org/go-hiking/hikes/big-creek-2
1257,Big Burn Canyon,Central Washington,16.0,roundtrip,2850.0,4850.0,3.5,4,2018-10-23,6,https://www.wta.org/go-hiking/hikes/big-burn-canyon
1258,Beverly Turnpike,Snoqualmie Region,,,,,2.43,7,2019-06-20,158,https://www.wta.org/go-hiking/hikes/beverly-turnpike
1259,Big Hollow,South Cascades,,,,,2.75,4,2018-05-27,4,https://www.wta.org/go-hiking/hikes/big-hollow
1260,Queets River,Olympic Peninsula,10.0,roundtrip,200.0,425.0,3.8,10,2018-08-27,21,https://www.wta.org/go-hiking/hikes/queets-river
1261,Remmel Mountain,North Cascades,,,,,1.5,4,2019-06-13,4,https://www.wta.org/go-hiking/hikes/remmel-mountain
1262,Rainbow Ridge,North Cascades,,,1700.0,5300.0,2.88,8,2019-06-22,27,https://www.wta.org/go-hiking/hikes/rainbow-ridge
1263,Reflection Box Canyon,Mount Rainier Area,,,,,3.8,5,2018-07-11,7,https://www.wta.org/go-hiking/hikes/reflection-box-canyon
1264,Rat Trap Pass Snowshoe,North Cascades,7.5,roundtrip,1900.0,3500.0,3.0,2,2019-01-28,3,https://www.wta.org/go-hiking/hikes/rat-trap-pass-snowshoe
1265,Remmel Lake,North Cascades,,,,,2.5,4,2017-07-02,6,https://www.wta.org/go-hiking/hikes/remmel-lake
1266,Pomas Creek,Central Cascades,,,,,3.75,4,2014-06-21,8,https://www.wta.org/go-hiking/hikes/pomas-creek
1267,Pioneer's Path Nature,Olympic Peninsula,,,,,3.25,4,2017-06-01,2,https://www.wta.org/go-hiking/hikes/pioneers-path-nature
1268,Pyramid Mountain,Central Cascades,18.0,roundtrip,3000.0,8243.0,3.0,4,2018-10-13,41,https://www.wta.org/go-hiking/hikes/pyramid-mountain
1269,Ptarmigan Creek,North Cascades,,,,,3.25,4,,0,https://www.wta.org/go-hiking/hikes/ptarmigan-creek
1270,Pleasant Valley Loop,Mount Rainier Area,,,,,3.5,6,2019-05-17,25,https://www.wta.org/go-hiking/hikes/pleasant-valley-loop
1271,Pyramid Creek,Central Cascades,,,,,3.0,4,2019-04-19,18,https://www.wta.org/go-hiking/hikes/pyramid-creek
1272,Placid Lake,South Cascades,,,,,4.25,4,2018-06-07,2,https://www.wta.org/go-hiking/hikes/placid-lake
1273,Preston Ridge,North Cascades,,,,,2.67,3,,0,https://www.wta.org/go-hiking/hikes/preston-ridge
1274,Pilot Ridge,North Cascades,,,,,2.8,5,2018-09-01,60,https://www.wta.org/go-hiking/hikes/pilot-ridge
1275,Port Angeles Waterfront Trail,Olympic Peninsula,,,,,2.25,4,2014-08-17,1,https://www.wta.org/go-hiking/hikes/port-angeles-waterfront-trail
1276,Purple Creek,North Cascades,,,,,2.67,3,,0,https://www.wta.org/go-hiking/hikes/purple-creek
1277,Pyramid Creek Camp,Mount Rainier Area,6.6,roundtrip,1060.0,3880.0,4.0,4,2018-06-24,9,https://www.wta.org/go-hiking/hikes/pyramid-creek-camp
1278,Pot Peak,Central Cascades,,,,,1.86,7,2019-06-23,11,https://www.wta.org/go-hiking/hikes/pot-peak
1279,Pinnacle Saddle Snowshoe,Mount Rainier Area,6.0,roundtrip,1400.0,6100.0,3.5,2,2019-03-20,23,https://www.wta.org/go-hiking/hikes/pinnacle-saddle-snowshoe
