TITLE,REGION,DISTANCE,DIST_TYPE,GAIN,HIGHEST,RATING,RATING_COUNT,LATITUDE,LONGITUDE,REPORT_DATE,REPORT_COUNT,URL
Sawtooth View via Aspen Lake,North Cascades,6.0,roundtrip,1170.0,3578.0,0.0,0,48.4177,-120.2192,2019-09-30,2,https://www.wta.org/go-hiking/hikes/sawtooth-via-aspen-lake
Stafford Falls via Deer Creek,Mount Rainier Area,4.0,roundtrip,375.0,3250.0,0.0,0,46.8336,-121.53514999999999,2019-07-12,3,https://www.wta.org/go-hiking/hikes/stafford-falls
Bordeaux Ghost Town,Olympic Peninsula,,,,,3.5,2,,,2017-04-03,36,https://www.wta.org/go-hiking/hikes/bordeaux-ghost-town
Burch Mountain,Central Cascades,,,,,0.0,0,,,2016-03-25,1,https://www.wta.org/go-hiking/hikes/burch-mountain-1
Clark Peak,North Cascades,6.5,roundtrip,1570.0,7891.0,0.0,0,48.663,-119.964833,2017-08-26,1,https://www.wta.org/go-hiking/hikes/clark-peak
Columbia Plateau Trail - Fish Lake,Eastern Washington,7.5,roundtrip,200.0,2277.0,3.5,2,47.5662073201,-117.49333709500002,2018-10-11,7,https://www.wta.org/go-hiking/hikes/columbia-plateau-trail
Centennial Trail,Puget Sound and Islands,30.5,one-way,,,0.0,0,47.919253524453666,-122.08676076219751,2019-11-02,3,https://www.wta.org/go-hiking/hikes/centennial-trail
Cave Ridge,Snoqualmie Region,,,,,0.0,0,,,2019-01-10,25,https://www.wta.org/go-hiking/hikes/cave-ridge
Castle Rock,Central Washington,,,,,4.0,1,47.4207212418,-120.35098671899999,2019-06-22,9,https://www.wta.org/go-hiking/hikes/castle-rock
Crooked Thumb Peak,North Cascades,,,,8129.0,0.0,0,48.826795,-121.34124300000002,2017-07-29,1,https://www.wta.org/go-hiking/hikes/crooked-thumb-peak
Chehalis River Discovery Trail,Southwest Washington,3.6,roundtrip,210.0,265.0,0.0,0,46.768084431,-123.02450738800002,2019-09-28,12,https://www.wta.org/go-hiking/hikes/chehalis-river-discovery-trail
Cottonwood Canyon State Park,Central Cascades,4.3,one-way,50.0,,0.0,0,,,2018-04-24,1,https://www.wta.org/go-hiking/hikes/cottonwood-canyon-state-park
Beaver Pond Trail,Puget Sound and Islands,1.6,roundtrip,,,0.0,0,48.41027138450995,-122.27813109755516,2018-07-27,8,https://www.wta.org/go-hiking/hikes/eaglemont-trail-mount-vernon-parks-rec
Bonanza Peak,Central Cascades,14.0,roundtrip,6300.0,9511.0,0.0,0,48.238148,-120.866241,2019-06-21,4,https://www.wta.org/go-hiking/hikes/bonanza-peak
Cardinal Peak,Central Cascades,,,,8595.0,0.0,0,48.103008,-120.61260500000003,2017-05-28,2,https://www.wta.org/go-hiking/hikes/cardinal-peak
Duwamish Trail,Puget Sound and Islands,6.0,roundtrip,,10.0,2.0,1,47.5678542011,-122.35396385199999,2019-07-21,5,https://www.wta.org/go-hiking/hikes/duwamish-trail
Columbia Hills State Park - Crawford Oaks,Southwest Washington,4.0,roundtrip,,,0.0,0,45.6568016,-121.08661159999997,2019-05-12,53,https://www.wta.org/go-hiking/hikes/columbia-hills-state-park-crawford-oaks
Burnt Bridge Creek - Western Section,Southwest Washington,5.0,roundtrip,60.0,,0.0,0,45.6533777,-122.6621141,,0,https://www.wta.org/go-hiking/hikes/burnt-bridge-creek-western-section
Eagle Landing Park,Puget Sound and Islands,0.75,roundtrip,147.0,217.0,0.0,0,47.4707854409,-122.36539046299998,2019-05-17,4,https://www.wta.org/go-hiking/hikes/eagle-landing-park
Deering Wildflower Acres,Puget Sound and Islands,2.0,trails,,,4.0,1,,,2019-07-11,2,https://www.wta.org/go-hiking/hikes/deering-wildflower-acres
Chuckanut Falls,Puget Sound and Islands,2.6,roundtrip,640.0,540.0,3.0,1,48.7005095529,-122.489460334,2019-08-08,41,https://www.wta.org/go-hiking/hikes/chuckanut-falls
Sun Lakes-Dry Falls State Park - Deep Lake,Central Washington,15.0,trails,,,0.0,0,47.5969384513,-119.398877621,2019-02-08,16,https://www.wta.org/go-hiking/hikes/caribou-trail-sun-lakes-dry-falls
Colonial Peak,North Cascades,,,,,0.0,0,48.70968256644472,-121.14510297775269,2019-08-26,3,https://www.wta.org/go-hiking/hikes/colonial-peak
Buck Mountain,Central Cascades,,,,8528.0,0.0,0,48.093915,-120.91289799999998,2019-08-02,3,https://www.wta.org/go-hiking/hikes/buck-mountain
Coldwater Peak,South Cascades,12.0,roundtrip,2000.0,5727.0,4.0,4,46.2767122221,-122.21681736,2019-10-14,51,https://www.wta.org/go-hiking/hikes/coldwater-peak
Cougar Trails,Southwest Washington,6.0,trails,308.0,240.0,5.0,1,45.7320681,-122.63240229999997,2019-03-28,6,https://www.wta.org/go-hiking/hikes/cougar-trails-loop
Bygone Byways Interpretive Trail,Central Cascades,1.0,roundtrip,,3100.0,0.0,0,47.783886,-121.029,2018-09-28,2,https://www.wta.org/go-hiking/hikes/bygone-byways-interpretive-trail
East Butte Creek,Eastern Washington,,,,,0.0,0,,,2019-07-04,2,https://www.wta.org/go-hiking/hikes/east-butte-creek-3112
Chelatchie Prairie Rail Trail,Southwest Washington,2.0,roundtrip,50.0,500.0,0.0,0,45.803,-122.4914,2019-06-08,2,https://www.wta.org/go-hiking/hikes/chelatchie-prairie-rail-trail
Choral Peak,Central Cascades,,,,7909.0,0.0,0,48.0971,-120.65589999999997,2017-09-09,1,https://www.wta.org/go-hiking/hikes/choral-peak
Lakeridge Park,Puget Sound and Islands,1.0,roundtrip,225.0,200.0,0.0,0,47.50859396155018,-122.24823691917493,2019-10-11,3,https://www.wta.org/go-hiking/hikes/dead-horse-canyon
Devils Peak,North Cascades,,,5500.0,8081.0,0.0,0,48.665,-120.54050000000001,2017-09-24,1,https://www.wta.org/go-hiking/hikes/devils-peak-1
Polallie Ridge,Snoqualmie Region,8.0,roundtrip,3000.0,5300.0,2.73,11,47.4093,-121.10669999999999,2019-07-21,106,https://www.wta.org/go-hiking/hikes/polallie-ridge
Headlee Pass and Vesper Lake,North Cascades,7.0,roundtrip,2700.0,4950.0,3.76,17,48.02505,-121.47788333300002,2019-11-11,242,https://www.wta.org/go-hiking/hikes/headlee-pass-and-vesper-lake
North Fork Sol Duc River,Olympic Peninsula,18.0,roundtrip,1900.0,2900.0,3.12,8,48.01075,-123.911,2019-07-29,13,https://www.wta.org/go-hiking/hikes/north-fork-sol-duc-river
Copper Pass via Copper Creek,North Cascades,9.8,roundtrip,2710.0,6720.0,0.0,0,48.5075,-120.7312,2019-07-10,13,https://www.wta.org/go-hiking/hikes/copper-pass-via-copper-creek
Inside Passage,Issaquah Alps,6.2,roundtrip,1600.0,2150.0,0.0,0,47.468374568767686,-121.93631035035389,2018-10-03,3,https://www.wta.org/go-hiking/hikes/inside-passage
Glacier Basin,Mount Rainier Area,6.5,roundtrip,1600.0,5900.0,4.13,31,46.90215,-121.64368333300001,2019-10-06,270,https://www.wta.org/go-hiking/hikes/glacier-basin
Anacortes Community Forest Lands - Little Round Top,Puget Sound and Islands,3.0,roundtrip,850.0,915.0,4.0,1,48.47973401964947,-122.61432744582766,2019-11-14,5,https://www.wta.org/go-hiking/hikes/little-round-top
Forest Glen Neighborhood Park,Issaquah Alps,1.0,roundtrip,200.0,980.0,0.0,0,47.54544520668264,-122.147123265944,2019-04-12,1,https://www.wta.org/go-hiking/hikes/forest-glen-neighborhood-park
Squibbs Creek,Puget Sound and Islands,0.6,roundtrip,140.0,700.0,0.0,0,47.56672902035752,-122.13753425152561,2019-03-28,1,https://www.wta.org/go-hiking/hikes/squibbs-creek
Spiritridge Trail,Puget Sound and Islands,2.4,roundtrip,,,0.0,0,47.58053884565658,-122.12813447027844,2019-06-16,2,https://www.wta.org/go-hiking/hikes/spiritridge-trail
By Pass Trail,Issaquah Alps,0.4,roundtrip,,,4.2,5,47.5301166,-122.1029636,2019-09-16,59,https://www.wta.org/go-hiking/hikes/bypass-trail
Mine Shaft Trail,Issaquah Alps,0.6,roundtrip,,,4.0,5,47.5296785023,-122.098728865,2019-01-26,29,https://www.wta.org/go-hiking/hikes/mine-shaft-trail
Snoqualmie Falls,Snoqualmie Region,1.4,roundtrip,250.0,450.0,3.57,35,47.5437271389,-121.83697074700001,2019-10-27,185,https://www.wta.org/go-hiking/hikes/snoqualmie-falls
Mount Margaret,South Cascades,11.0,roundtrip,2820.0,5780.0,4.67,6,46.3049342354,-122.08254575699999,2019-10-10,63,https://www.wta.org/go-hiking/hikes/mt.-margaret
Icicle Ridge,Central Cascades,6.0,roundtrip,1800.0,3000.0,3.7,23,47.569,-120.681175,2019-11-13,295,https://www.wta.org/go-hiking/hikes/icicle-ridge-1
Lake Lois Habitat Reserve,Olympic Peninsula,0.25,roundtrip,,,0.0,0,47.03953589519456,-122.80049963076505,2019-04-23,1,https://www.wta.org/go-hiking/hikes/lake-lois-habitat-reserve
O. O. Denny Park,Puget Sound and Islands,1.2,roundtrip,200.0,220.0,2.0,1,47.70971950492279,-122.24965602551652,2019-08-26,4,https://www.wta.org/go-hiking/hikes/o-o-denny-park
Highline SeaTac Botanical Garden,Puget Sound and Islands,2.0,trails,,,0.0,0,47.47949387440169,-122.30363488197327,2019-08-14,3,https://www.wta.org/go-hiking/hikes/highline-seatac-botanical-garden
Purcell Mountain Trail,South Cascades,16.2,roundtrip,4542.0,5442.0,0.0,0,46.53340955509531,-121.83840327386781,2019-10-29,3,https://www.wta.org/go-hiking/hikes/purcell-mountain-trail-284
St. Marks Greenbelt,Puget Sound and Islands,0.5,trails,,,1.0,1,47.63134250591801,-122.3214601485862,2019-03-31,1,https://www.wta.org/go-hiking/hikes/st-marks-greenbelt
Alger Alp (South Route),Puget Sound and Islands,4.0,roundtrip,1000.0,1350.0,3.18,11,48.6199738872,-122.33997345,2019-09-12,78,https://www.wta.org/go-hiking/hikes/alger-alp-south-route
East Wing Trail,Olympic Peninsula,2.0,roundtrip,,,5.0,1,47.389337707749476,-122.67484724521637,2019-10-31,3,https://www.wta.org/go-hiking/hikes/east-wing-trail
Stiletto Peak,North Cascades,10.4,roundtrip,3650.0,7660.0,4.0,3,48.504973,-120.71905400000003,2019-10-12,11,https://www.wta.org/go-hiking/hikes/stiletto-peak
Cub Peak,Olympic Peninsula,7.0,roundtrip,3990.0,4755.0,4.0,1,47.53690590308118,-123.29664230312699,2019-10-12,8,https://www.wta.org/go-hiking/hikes/cub-peak
Lakes Loop,Mount Rainier Area,5.25,roundtrip,1550.0,5800.0,3.86,7,46.7857883315,-121.73719726500002,2019-08-24,69,https://www.wta.org/go-hiking/hikes/lakes-trail
Luther Burbank Park,Puget Sound and Islands,3.0,roundtrip,120.0,120.0,3.0,5,47.5890310092,-122.22697734799999,2019-08-09,12,https://www.wta.org/go-hiking/hikes/luther-burbank-park
Deception Creek,Central Cascades,11.0,roundtrip,1200.0,3150.0,3.82,17,47.71205,-121.19363333299998,2019-10-01,192,https://www.wta.org/go-hiking/hikes/deception-creek
Lost Lake,South Cascades,16.2,roundtrip,2400.0,5200.0,0.0,0,46.601678,-121.51124800000002,2019-09-12,18,https://www.wta.org/go-hiking/hikes/lost-lake-78
Flaming Geyser State Park,Puget Sound and Islands,4.0,roundtrip,450.0,425.0,2.59,17,47.2770833333,-122.03129999999999,2019-10-17,66,https://www.wta.org/go-hiking/hikes/flaming-geyser-state-park
North Fork Sauk River,North Cascades,11.0,roundtrip,1000.0,2800.0,2.86,7,48.0583666667,-121.28656666699999,2019-11-16,217,https://www.wta.org/go-hiking/hikes/north-fork-sauk-river
Finney Peak,North Cascades,,,,5087.0,0.0,0,48.3807,-121.7457,2017-07-08,1,https://www.wta.org/go-hiking/hikes/finney-peak
High Hut Snowshoe,Mount Rainier Area,7.8,roundtrip,2400.0,4800.0,4.17,6,46.6998034775,-121.99247918999998,2019-05-11,74,https://www.wta.org/go-hiking/hikes/high-hut-snowshoe
Poe Mountain via Irving Pass,Central Cascades,5.0,roundtrip,1800.0,6015.0,3.78,9,47.8952833333,-121.03598333299999,2019-10-27,49,https://www.wta.org/go-hiking/hikes/poe-mountain-via-irving-pass
Grass Lake Nature Park,Olympic Peninsula,1.3,roundtrip,,,2.0,1,47.053212923221395,-122.9601538181305,2018-06-25,3,https://www.wta.org/go-hiking/hikes/grass-lake-nature-park
Guemes Channel and Ship Harbor,Puget Sound and Islands,3.2,roundtrip,100.0,110.0,0.0,0,48.5037476967,-122.67033866100002,2019-05-22,3,https://www.wta.org/go-hiking/hikes/guemes-channel-and-ship-harbor
Esperance Park,Puget Sound and Islands,0.5,roundtrip,50.0,420.0,0.0,0,,,2017-07-12,1,https://www.wta.org/go-hiking/hikes/esperance-park
Island Crest Park,Puget Sound and Islands,1.6,roundtrip,150.0,325.0,0.0,0,47.5514536623,-122.223477065,2019-05-07,2,https://www.wta.org/go-hiking/hikes/island-crest-park
Forbidden Peak,North Cascades,,,,8815.0,0.0,0,48.51161,-121.05781999999999,2017-07-03,1,https://www.wta.org/go-hiking/hikes/forbidden-peak
Jakle's Lagoon,Puget Sound and Islands,1.0,roundtrip,,100.0,0.0,0,48.46361258273117,-122.99893009476364,2019-01-01,3,https://www.wta.org/go-hiking/hikes/jakles-lagoon
Herringbone Hill,North Cascades,2.2,roundtrip,544.0,3152.0,0.0,0,48.46506313215997,-120.26123423219013,2019-01-14,1,https://www.wta.org/go-hiking/hikes/herringbone-hill
Growden Heritage Site,Eastern Washington,0.2,roundtrip,,,0.0,0,48.58534,-118.30465500000003,2017-08-27,1,https://www.wta.org/go-hiking/hikes/growden-heritage-site
Geophysical Trails,Eastern Washington,6.6,roundtrip,210.0,2630.0,0.0,0,48.2538393485,-117.13198184999999,2019-02-01,2,https://www.wta.org/go-hiking/hikes/geophysical-trails
Honey Dew Creek,Puget Sound and Islands,2.0,roundtrip,150.0,,4.0,1,47.51551780561481,-122.18432784165867,2019-06-02,4,https://www.wta.org/go-hiking/hikes/honey-dew-creek
Green River Trail,Puget Sound and Islands,19.7,one-way,,50.0,2.67,3,47.4680358444,-122.24929332700003,2019-08-24,6,https://www.wta.org/go-hiking/hikes/green-river-trail
Hurley Road Snowshoe,Central Cascades,,,,,0.0,0,,,2019-02-16,2,https://www.wta.org/go-hiking/hikes/hurley-road-snowshoe
Interurban Trail,Puget Sound and Islands,11.8,roundtrip,300.0,350.0,2.5,2,48.6586939,-122.47121670000001,2019-06-18,8,https://www.wta.org/go-hiking/hikes/interurban-trail
Jacobson Preserve,Central Washington,2.0,roundtrip,340.0,1440.0,0.0,0,47.4113166873,-120.35263895999998,2019-05-20,10,https://www.wta.org/go-hiking/hikes/jacobson-preserve
Grand Park via Sunrise,Mount Rainier Area,14.0,roundtrip,,,4.0,1,46.9143146492,-121.64017868100001,2019-07-25,20,https://www.wta.org/go-hiking/hikes/grand-park-via-sunrise
Downtown Bellevue Park,Puget Sound and Islands,0.5,roundtrip,,,0.0,0,47.612,-122.2054,2018-05-12,2,https://www.wta.org/go-hiking/hikes/downtown-bellevue-park
Cooney Peak,North Cascades,,,,8321.0,0.0,0,48.17524,-120.35728,2017-10-07,1,https://www.wta.org/go-hiking/hikes/cooney-peak
Chapin Trail,Puget Sound and Islands,0.2,roundtrip,,,0.0,0,47.62806911272289,-122.20041275055917,2019-02-16,1,https://www.wta.org/go-hiking/hikes/chapin-trail
Dishman Hills Natural Area - Nimbus Knob Loop,Eastern Washington,3.0,roundtrip,400.0,2350.0,3.0,1,47.650317,-117.29098899999997,2019-10-24,16,https://www.wta.org/go-hiking/hikes/dishman-hills-natural-area-nimbus-knob-loop
Catherine Creek - Universal Access Trail,Southwest Washington,1.5,roundtrip,120.0,300.0,3.0,6,45.7103935,-121.36215879999997,2019-04-24,34,https://www.wta.org/go-hiking/hikes/catherine-creek-universal-access-trail
Catherine Creek - Tracy Hill Loop,Southwest Washington,6.1,roundtrip,1715.0,1870.0,0.0,0,45.710433503021015,-121.36208941653047,2018-05-12,3,https://www.wta.org/go-hiking/hikes/catherine-creek-tracy-hill-loop
Devore Peak,Central Cascades,,,,8380.0,0.0,0,48.276802,-120.76510200000001,2015-07-31,1,https://www.wta.org/go-hiking/hikes/devore-peak
Camels Hump,North Cascades,,,,8020.0,0.0,0,48.359212,-120.56528000000003,2017-05-27,1,https://www.wta.org/go-hiking/hikes/camels-hump
Caroline Peak,Snoqualmie Region,17.0,roundtrip,5200.0,5885.0,0.0,0,47.481121,-121.50399199999998,2017-10-08,1,https://www.wta.org/go-hiking/hikes/caroline-peak
Chehalis Western Trail,Olympic Peninsula,22.0,roundtrip,,500.0,4.33,3,47.0336159744,-122.83918619100001,2019-02-04,10,https://www.wta.org/go-hiking/hikes/chehalis-western-trail
Brightwater Center,Puget Sound and Islands,3.0,trails,120.0,290.0,2.5,2,47.7903974106,-122.14148998299999,2019-09-14,34,https://www.wta.org/go-hiking/hikes/brightwater-center-king-county
Copper City Ghost Town,Mount Rainier Area,0.5,roundtrip,27.0,4076.0,0.0,0,46.8689061408,-121.293280944,2018-06-28,6,https://www.wta.org/go-hiking/hikes/copper-city-ghost-town
Burfoot Park,Olympic Peninsula,3.0,trails,150.0,200.0,3.0,5,47.1325162042,-122.901652157,2019-03-20,8,https://www.wta.org/go-hiking/hikes/burfoot-park
Columbia Mountain,Eastern Washington,15.4,roundtrip,3348.0,6565.0,0.0,0,48.6592853753,-118.85878264899998,2018-10-04,17,https://www.wta.org/go-hiking/hikes/columbia-mountain
Dusty Lake,Central Washington,6.0,roundtrip,350.0,1000.0,0.0,0,47.1519,-119.9223,2019-11-11,71,https://www.wta.org/go-hiking/hikes/dusty-lake
Burton Acres Park,Puget Sound and Islands,1.2,roundtrip,,,5.0,1,47.3935735554,-122.451167107,2019-08-31,4,https://www.wta.org/go-hiking/hikes/burton-acres-park-vashon
Bowerman Basin,Southwest Washington,1.3,roundtrip,,20.0,3.0,1,46.97282640808726,-123.93894385546446,2019-05-04,4,https://www.wta.org/go-hiking/hikes/bowerman-basin
Che-che-op-tin Trail,Southwest Washington,1.0,roundtrip,10.0,25.0,0.0,0,45.6192147083,-122.02730298,2016-05-06,1,https://www.wta.org/go-hiking/hikes/che-che-op-tin-trail
Chewelah Peak,Eastern Washington,4.0,roundtrip,1851.0,5773.0,0.0,0,48.3004123551,-117.56280899000001,2019-06-30,4,https://www.wta.org/go-hiking/hikes/chewelah-peak
Breccia Peak,North Cascades,,,,,0.0,0,,,2019-06-29,7,https://www.wta.org/go-hiking/hikes/breccia-peak
Marmot Pass via Upper Dungeness River Trail,Olympic Peninsula,16.2,roundtrip,3500.0,6000.0,4.2,15,47.8779333333,-123.13695000000001,2019-06-29,147,https://www.wta.org/go-hiking/hikes/dungeness-river
Dry Creek,South Cascades,8.4,roundtrip,350.0,1500.0,4.0,4,45.8819,-121.98006700000002,2019-09-30,12,https://www.wta.org/go-hiking/hikes/dry-creek-2
Dragontail Peak,Central Cascades,13.5,roundtrip,5833.0,8840.0,5.0,3,47.52786561031842,-120.82051277160645,2019-10-06,60,https://www.wta.org/go-hiking/hikes/dragontail-peak
Dosewallips River Road,Olympic Peninsula,13.0,roundtrip,1200.0,1550.0,3.75,12,47.7413491759,-123.04744255899999,2019-10-03,128,https://www.wta.org/go-hiking/hikes/dosewallips-river
Eagle Lakes,North Cascades,12.5,roundtrip,2350.0,7110.0,3.38,8,48.220383,-120.26785000000001,2019-10-12,55,https://www.wta.org/go-hiking/hikes/eagle-lakes
East Fork,Issaquah Alps,1.4,roundtrip,,,3.5,4,47.52817168738124,-122.0959822833538,2019-04-06,25,https://www.wta.org/go-hiking/hikes/east-fork
Eagle Lake Fisherman's Trail,Central Cascades,5.0,roundtrip,712.0,3888.0,4.18,11,47.7780401115,-121.38476371799999,2019-10-11,102,https://www.wta.org/go-hiking/hikes/eagle-lake-fishermans-trail
Eagle Peak Saddle,Mount Rainier Area,7.2,roundtrip,2910.0,5720.0,3.62,8,46.7574521,-121.8057164,2019-11-04,131,https://www.wta.org/go-hiking/hikes/eagle-peak-saddle
Ahtanum State Forest - Eagle's Nest,South Cascades,0.1,roundtrip,17.0,6183.0,2.0,1,46.5110187637,-121.17561552199999,2018-10-20,3,https://www.wta.org/go-hiking/hikes/eagles-nest
East Bank Ross Lake,North Cascades,31.0,one-way,800.0,,3.4,5,48.7054628958,-120.960845947,2019-07-25,90,https://www.wta.org/go-hiking/hikes/east-bank-ross-lake-737
East Crater,South Cascades,5.0,roundtrip,900.0,4900.0,3.4,5,45.9812856,-121.75801819999998,2019-10-14,13,https://www.wta.org/go-hiking/hikes/east-crater
Squak Mountain Access Trail,Issaquah Alps,2.0,roundtrip,,,3.2,5,47.5179289079,-122.03669875899999,2019-01-31,26,https://www.wta.org/go-hiking/hikes/east-access
Deer Lake,Olympic Peninsula,8.0,roundtrip,1650.0,,2.5,12,47.9277307388,-123.823986053,2019-09-20,88,https://www.wta.org/go-hiking/hikes/deer-lake-1
Doe Falls,South Cascades,7.25,roundtrip,1720.0,4320.0,2.67,6,47.0303874,-121.3266429,2018-05-13,5,https://www.wta.org/go-hiking/hikes/doe-falls
Deadfall,Olympic Peninsula,7.6,roundtrip,2240.0,4273.0,2.67,6,47.8926333333,-122.98481666700002,2019-06-01,29,https://www.wta.org/go-hiking/hikes/deadfall
Deer Creek Falls,Mount Rainier Area,1.0,roundtrip,280.0,3200.0,3.0,7,46.8335333333,-121.53511666700001,2019-09-14,7,https://www.wta.org/go-hiking/hikes/deer-creek-falls
Deer Creek Falls to Owyhigh Lakes,Mount Rainier Area,10.0,roundtrip,2200.0,5400.0,3.8,5,46.8335333333,-121.53511666700001,2019-08-24,29,https://www.wta.org/go-hiking/hikes/deer-creek-falls-to-owyhigh-lakes
Deep Creek,Mount Rainier Area,4.0,one-way,3000.0,5850.0,1.5,4,47.0073425754,-121.52369258199997,2019-08-31,25,https://www.wta.org/go-hiking/hikes/deep-creek
Deadhorse Creek,Mount Rainier Area,3.25,roundtrip,800.0,5820.0,4.2,5,46.78517697537615,-121.74155116081238,2019-09-22,29,https://www.wta.org/go-hiking/hikes/dead-horse-creek
Dirty Face Ridge,Olympic Peninsula,7.5,roundtrip,3000.0,6280.0,4.12,8,47.8720449,-123.08893030000002,2019-10-23,39,https://www.wta.org/go-hiking/hikes/dirty-face-ridge
Dishpan Gap,Central Cascades,9.0,one-way,3200.0,5600.0,2.5,4,47.9769833333,-121.147216667,2019-08-08,26,https://www.wta.org/go-hiking/hikes/dishpan-gap
Deschutes River,Southwest Washington,4.6,roundtrip,650.0,750.0,0.0,0,45.63421312339639,-120.90848162595648,2019-05-01,8,https://www.wta.org/go-hiking/hikes/deschutes-river
Sequalitchew Creek,Puget Sound and Islands,3.0,roundtrip,218.0,250.0,3.89,9,47.1063763103,-122.64720439899997,2019-11-11,95,https://www.wta.org/go-hiking/hikes/dupont-sequalitchew-creek
Green River,South Cascades,11.6,roundtrip,940.0,2850.0,2.83,6,46.350117,-122.10975,2019-09-07,16,https://www.wta.org/go-hiking/hikes/green-river
Burch Mountain via Falls Creek,North Cascades,10.0,roundtrip,3200.0,7782.0,2.6,5,48.7844333333,-120.31766666700003,2019-05-19,2,https://www.wta.org/go-hiking/hikes/burch-mountain
Ptarmigan Ridge,North Cascades,9.0,roundtrip,1350.0,6100.0,4.46,28,48.8463333333,-121.69266666700003,2019-11-07,235,https://www.wta.org/go-hiking/hikes/ptarmigan-ridge
Carter Falls,Mount Rainier Area,2.8,roundtrip,660.0,3650.0,3.82,17,46.749667,-121.81065,2019-09-16,99,https://www.wta.org/go-hiking/hikes/carter-falls
